2024/01/01 00:00:00;0
2024-05-24 23:40:00;0
2024-05-24 23:40:01;1
2024-05-24 23:40:49;0
2024-05-25 00:36:51;1
2024-05-25 00:37:58;0
2024-05-25 00:38:17;1
2024-05-25 00:38:19;0
2024-05-25 00:38:34;0
2024-05-25 00:38:36;1
2024-05-25 00:39:07;0
2024-05-25 00:39:44;1
2024-05-25 00:40:24;0
2024-05-25 00:40:39;1
2024-05-25 00:40:53;0
2024-05-25 00:41:41;1
2024-05-25 00:41:45;0
2024-05-25 00:42:19;1
2024-05-25 00:43:30;1
2024-05-25 00:43:55;0
2024-05-25 00:57:29;0
2024-05-25 00:58:31;0
2024-05-25 01:00:00;0
2024-05-25 01:01:53;0
2024-05-25 01:02:35;0
2024-05-25 01:08:32;0
2024-05-25 01:10:14;0
2024-05-25 01:18:15;0
2024-05-25 01:25:22;0
2024-05-25 01:32:12;0
2024-05-25 01:32:43;0
2024-05-25 01:34:28;0
2024-05-25 01:35:01;0
2024-05-25 01:35:49;0
2024-05-25 01:54:06;1
2024-05-25 01:54:19;0
2024-05-25 01:54:31;1
2024-05-25 01:54:41;0
2024-05-25 01:54:47;1
2024-05-25 01:55:22;0
2024-05-25 02:06:36;0
2024-05-25 02:06:44;1
2024-05-25 02:06:56;0
2024-05-29 17:51:26;0
2024-05-29 17:52:50;1
2024-05-29 17:52:59;0
2024-05-29 17:53:00;1
2024-05-29 17:56:43;0
2024-05-29 17:57:07;1
2024-05-29 17:57:29;0
